cidade;ano;vivos;perinatais;maformacao;respiratorio;infecparasit
3521804;2003;364;1;4;0;0
3521903;2003;171;1;1;1;0
3522000;2003;34;0;1;0;1
3522109;2003;1424;19;6;4;1
3522158;2003;44;0;1;0;0
3522208;2003;3089;17;4;4;6
3522307;2003;2268;30;6;5;1
3522406;2003;1702;32;2;7;4
3522505;2003;3656;26;13;5;4
3522604;2003;824;8;1;0;0
3522653;2003;65;;;;
3522703;2003;534;4;0;0;0
3522802;2003;262;0;0;1;0
3522901;2003;157;3;0;0;0
3523008;2003;43;1;0;0;0
3523107;2003;5573;71;14;5;4
3523206;2003;889;18;3;3;0
3523305;2003;214;2;1;0;0
3523404;2003;1300;15;3;0;0
3523503;2003;314;2;0;0;0
3523602;2003;172;2;0;1;0
3523701;2003;85;3;0;0;0
3523800;2003;87;2;2;0;0
3523909;2003;2355;15;3;6;2
3524006;2003;501;4;0;0;0
3524105;2003;551;5;1;0;1
3524204;2003;97;;;;
3524303;2003;993;4;1;0;1
3524402;2003;3116;24;10;4;1
3524501;2003;66;2;0;0;0
3524600;2003;259;3;2;1;0
3524709;2003;538;2;2;0;0
3524808;2003;548;4;2;0;1
3524907;2003;60;;;;
3525003;2003;1887;12;9;4;2
3525102;2003;493;0;2;0;0
3525201;2003;306;2;0;0;1
3525300;2003;1651;14;3;2;0
3525409;2003;44;1;0;0;0
3525508;2003;150;0;1;0;0
3525607;2003;73;2;1;0;0
3525706;2003;403;3;1;0;0
3525805;2003;88;0;1;0;0
3525854;2003;29;;;;
3525904;2003;5045;40;13;7;0
3526001;2003;189;1;2;0;0
3526100;2003;386;3;0;0;0
3526209;2003;556;3;1;0;1
3526308;2003;65;1;0;0;0
3526407;2003;402;1;2;1;0
3526506;2003;49;1;0;0;0
3526605;2003;112;4;1;0;1
3526704;2003;1305;16;7;0;2
3526803;2003;878;1;3;0;0
3526902;2003;3759;19;9;3;2
3527009;2003;68;2;0;0;0
3527108;2003;901;14;3;3;1
3527207;2003;1277;21;6;1;2
3527256;2003;15;;;;
3527306;2003;450;1;0;0;1
3527405;2003;237;4;0;0;0
3527504;2003;35;;;;
3527603;2003;140;2;2;0;0
3527702;2003;50;0;0;0;0
3527801;2003;61;1;1;0;0
3527900;2003;48;;;;
3528007;2003;260;1;1;0;0
3528106;2003;72;1;0;0;0
3528205;2003;46;;;;
3528304;2003;28;;;;
3528403;2003;707;4;1;3;0
3528502;2003;1106;7;8;2;0
3528601;2003;116;2;0;0;0
3528700;2003;38;1;0;0;0
3528809;2003;181;3;1;0;0
3528858;2003;22;1;0;0;0
3528908;2003;45;1;1;0;1
3529005;2003;2903;24;10;1;3
3529104;2003;29;;;;
3529203;2003;302;2;1;0;0
3529302;2003;1077;6;5;0;2
3529401;2003;6647;60;23;19;2
3529500;2003;30;;;;
3529609;2003;43;;;;
3529658;2003;14;0;0;0;0
3529708;2003;308;4;0;0;1
3529807;2003;184;2;2;0;0
3529906;2003;488;4;0;0;0
3530003;2003;29;;;;
3530102;2003;310;1;0;0;0
3530201;2003;188;3;0;0;1
3530300;2003;656;1;0;0;1
3530409;2003;56;0;2;0;0
3530508;2003;967;10;2;0;2
3530607;2003;6054;55;27;7;0
3530706;2003;1884;14;7;1;1
3530805;2003;1140;8;5;1;0
3530904;2003;55;0;0;0;0
3531001;2003;18;;;;
3531100;2003;607;9;0;0;2
3531209;2003;76;1;0;0;0
3531308;2003;527;3;2;0;0
3531407;2003;183;2;1;0;1
3531506;2003;247;1;3;0;0
3531605;2003;46;;;;
3531704;2003;47;0;1;0;0
3531803;2003;702;9;1;0;1
3531902;2003;470;4;2;1;0
3532009;2003;161;0;1;0;0
3532058;2003;65;0;0;0;0
3532108;2003;42;;;;
3532157;2003;36;;;;
3532207;2003;52;1;0;0;0
3532306;2003;67;1;0;1;0
3532405;2003;199;0;2;1;0
3532504;2003;86;0;1;0;0
3532603;2003;98;1;2;0;0
3532702;2003;46;;;;
3532801;2003;60;1;1;0;0
3532827;2003;152;2;3;0;2
3532843;2003;17;;;;
3532868;2003;8;;;;
3532900;2003;117;1;0;0;0
3533007;2003;233;1;2;0;0
3533106;2003;16;0;0;0;0
3533205;2003;32;2;0;0;0
3533254;2003;53;0;0;0;0
3533304;2003;38;;;;
3533403;2003;630;6;2;0;0
3533502;2003;464;2;0;1;0
3533601;2003;66;3;0;0;0
3533700;2003;41;;;;
3533809;2003;30;;;;
3533908;2003;645;6;3;0;1
3534005;2003;54;;;;
3534104;2003;74;;;;
3534203;2003;67;;;;
3534302;2003;599;4;2;0;0
3534401;2003;11626;101;32;25;7
3534500;2003;16;;;;
3534609;2003;323;1;0;1;2
3534708;2003;1471;11;5;1;0
3534757;2003;79;0;0;1;0
3534807;2003;139;1;0;0;1
3534906;2003;133;;;;
3535002;2003;110;1;0;0;0
3535101;2003;150;6;0;0;0
3535200;2003;131;0;0;0;0
3535309;2003;301;2;1;1;0
3535408;2003;240;1;0;1;0
3535507;2003;609;5;0;2;1
3535606;2003;244;1;1;0;0
3535705;2003;76;;;;
3535804;2003;286;1;0;1;0
3535903;2003;48;0;0;0;0
3536000;2003;125;1;0;0;0
3536109;2003;79;;;;
3536208;2003;352;0;1;1;0
3536257;2003;29;;;;
3536307;2003;194;3;0;0;1
3536406;2003;89;3;0;0;0
3536505;2003;1070;6;2;0;0
3536570;2003;34;;;;
3536604;2003;131;0;0;0;0
3536703;2003;588;3;1;0;0
3536802;2003;65;1;0;0;0
3536901;2003;28;;;;
3537008;2003;265;0;0;0;0
3537107;2003;557;3;2;1;1
3537156;2003;30;;;;
3537206;2003;175;2;0;0;0
3537305;2003;734;6;4;2;0
3537404;2003;295;5;0;1;1
3537503;2003;83;;;;
3537602;2003;1048;10;4;1;0
3537701;2003;47;;;;
3537800;2003;770;10;2;3;1
3537909;2003;444;4;3;0;0
3538006;2003;2199;22;12;1;1
3538105;2003;177;1;0;1;0
3538204;2003;156;2;0;0;0
3538303;2003;48;;;;
3538501;2003;212;0;0;0;0
3538600;2003;381;8;2;1;0
3538709;2003;4966;44;18;5;0
3538808;2003;440;2;3;0;0
3538907;2003;284;3;0;0;0
3539004;2003;126;;;;
3539103;2003;252;1;1;0;0
3539202;2003;322;1;0;0;0
3539301;2003;880;4;0;1;1
3539400;2003;137;;;;
3539509;2003;639;3;5;3;0
3539608;2003;60;;;;
3539707;2003;41;;;;
3539806;2003;1737;15;2;3;0
3539905;2003;46;1;0;0;0
3540002;2003;269;3;2;0;0
3540101;2003;41;0;1;0;0
3540200;2003;659;1;1;0;0
3540259;2003;50;;;;
3540309;2003;11;;;;
3540408;2003;39;0;0;1;0
3540507;2003;109;0;0;1;0
3540606;2003;656;3;1;1;2
3540705;2003;710;9;3;0;0
3540754;2003;240;3;1;0;0
3540804;2003;161;1;1;0;0
3540853;2003;19;;;;
3540903;2003;206;2;0;0;0
3541000;2003;3579;47;19;1;2
3541059;2003;68;1;1;0;0
3541109;2003;43;1;0;0;0
3541208;2003;177;1;1;0;0
3541307;2003;623;4;1;0;0
3541406;2003;2735;24;5;0;0
3541505;2003;472;2;1;0;2
3541604;2003;502;4;1;1;0
3541653;2003;24;;;;
3541703;2003;164;4;1;0;0
3541802;2003;44;1;0;0;0
3541901;2003;161;2;0;0;0
3542008;2003;74;;;;
3542107;2003;130;;;;
3542206;2003;416;3;2;1;1
3542305;2003;37;;;;
3542404;2003;237;2;0;1;0
3542503;2003;66;;;;
3542602;2003;956;6;1;0;0
3542701;2003;133;0;1;0;0
3542800;2003;67;1;2;0;0
3542909;2003;175;2;0;0;0
3543006;2003;514;6;3;1;1
3543105;2003;53;;;;
3543204;2003;44;;;;
3543238;2003;26;;;;
3543253;2003;127;2;0;0;0
3543303;2003;1751;15;3;1;0
3543402;2003;7605;33;21;7;3
3543501;2003;109;3;0;0;0
3543600;2003;36;1;0;0;0
3543709;2003;173;2;0;0;0
3543808;2003;108;1;1;0;2
3543907;2003;2285;18;3;1;2
3544004;2003;415;4;0;0;1
3544103;2003;715;8;0;1;1
3544202;2003;121;1;0;0;0
3544251;2003;360;3;0;0;0
3544301;2003;129;3;0;0;0
3544400;2003;35;1;0;0;0
3544509;2003;26;;;;
3544608;2003;51;1;1;0;0
3544707;2003;24;;;;
3544806;2003;57;;;;
3544905;2003;130;;;;
3545001;2003;273;4;0;0;0
3545100;2003;58;0;1;0;0
3545159;2003;65;;;;
3545209;2003;1409;7;3;3;0
3545308;2003;540;8;4;1;0
3545407;2003;139;0;0;0;1
3545506;2003;47;1;0;0;0
3545605;2003;195;4;0;0;0
3545704;2003;64;1;1;0;0
3545803;2003;2219;14;2;1;1
3546009;2003;187;2;0;0;0
3546108;2003;25;;;;
3546207;2003;24;;;;
3546256;2003;28;;;;
3546306;2003;463;2;2;0;0
3546405;2003;607;11;4;0;0
3546504;2003;51;1;0;0;0
3546603;2003;354;1;1;0;0
3546702;2003;302;2;0;0;0
3546801;2003;806;14;3;1;0
3546900;2003;103;1;1;0;0
3547007;2003;81;0;1;0;1
3547106;2003;50;0;0;0;0
3547205;2003;8;;;;
3547304;2003;1384;2;4;1;0
3547403;2003;17;;;;
3547502;2003;325;4;1;0;0
3547601;2003;308;3;2;0;1
3547650;2003;6;;;;
3547700;2003;283;5;0;0;0
3547809;2003;9417;82;28;17;5
3547908;2003;65;1;1;0;1
3548005;2003;281;0;1;1;2
3548054;2003;80;0;1;0;0
3548104;2003;74;0;1;0;0
3548203;2003;107;0;1;0;0
3548302;2003;29;0;1;0;0
3548401;2003;63;2;0;0;0
3548500;2003;5402;53;14;1;8
3548609;2003;152;3;1;0;0
3548708;2003;11391;82;32;10;7
3548807;2003;1699;12;5;0;1
3548906;2003;2859;9;4;2;1
3549003;2003;29;0;1;0;0
3549102;2003;1030;12;4;0;0
3549201;2003;30;0;0;1;0
3549250;2003;14;;;;
3549300;2003;16;;;;
3549409;2003;673;6;0;0;0
3549508;2003;150;2;1;0;0
3549607;2003;59;0;0;0;0
3549706;2003;717;6;3;0;0
3549805;2003;4890;31;16;1;3
3549904;2003;9131;64;24;3;5
3549953;2003;222;;;;
3550001;2003;145;0;0;0;0
3550100;2003;561;5;4;0;0
3550209;2003;515;4;2;1;2
3550308;2003;183552;1478;528;208;145
3550407;2003;382;4;1;0;0
3550506;2003;106;1;1;0;0
3550605;2003;1083;9;2;0;1
3550704;2003;1240;11;2;2;1
3550803;2003;194;1;0;0;0
3550902;2003;214;1;0;0;0
3551009;2003;5145;86;16;4;7
3551108;2003;113;4;1;0;0
3551207;2003;72;1;1;0;1
3551306;2003;20;;;;
3551405;2003;109;0;0;0;1
3551504;2003;651;7;1;0;0
3551603;2003;328;2;1;0;0
3551702;2003;1511;10;7;0;1
3551801;2003;248;1;1;0;0
3551900;2003;221;0;0;1;0
3552007;2003;99;2;1;0;0
3552106;2003;420;3;2;0;1
3552205;2003;8179;73;32;12;6
3552304;2003;94;0;0;1;0
3552403;2003;3350;19;9;0;1
3552502;2003;4793;64;15;3;4
3552551;2003;34;;;;
3552601;2003;115;0;0;1;0
3552700;2003;218;1;0;0;1
3552809;2003;4907;27;12;2;6
3552908;2003;62;0;1;0;0
3553005;2003;135;;;;
3553104;2003;82;2;0;0;0
3553203;2003;62;;;;
3553302;2003;323;9;1;0;0
3553401;2003;230;3;0;0;0
3553500;2003;158;1;0;0;0
3553609;2003;178;1;0;0;1
3553658;2003;40;;;;
3553708;2003;784;7;0;1;0
3553807;2003;352;4;1;0;0
3553856;2003;102;1;0;0;0
3553906;2003;90;0;1;0;0
3553955;2003;187;1;0;0;1
3554003;2003;1601;16;8;2;0
3554102;2003;3914;33;17;3;1
3554201;2003;80;0;1;0;0
3554300;2003;338;2;1;0;0
3554409;2003;126;1;0;0;0
3554508;2003;483;5;2;0;0
3554607;2003;40;1;0;0;0
3554656;2003;17;;;;
3554706;2003;96;1;0;0;1
3554755;2003;15;;;;
3554805;2003;455;5;3;0;0
3554904;2003;50;1;0;0;0
3554953;2003;45;2;0;0;0
3555000;2003;862;10;1;0;0
3555109;2003;126;0;0;1;0
3555208;2003;11;;;;
3555307;2003;19;1;0;0;0
3555356;2003;79;;;;
3555406;2003;1351;11;4;2;2
3555505;2003;52;0;0;0;0
3555604;2003;108;;;;
3555703;2003;15;0;0;0;0
3555802;2003;123;0;1;0;0
3555901;2003;11;1;0;0;0
3556008;2003;140;1;0;0;1
3556107;2003;112;0;0;0;0
3556206;2003;1151;6;3;0;0
3556305;2003;254;2;2;1;1
3556354;2003;79;1;1;0;0
3556404;2003;560;6;1;1;3
3556453;2003;758;5;2;0;1
3556503;2003;1684;11;2;1;0
3556602;2003;140;2;0;0;0
3556701;2003;743;4;2;1;0
3556800;2003;260;2;2;1;0
3556909;2003;71;;;;
3556958;2003;24;;;;
3557006;2003;1655;10;6;1;1
3557105;2003;887;8;2;0;0
3557154;2003;15;;;;
3557204;2003;192;4;1;0;0
3557303;2003;105;0;1;1;0
3500000;2002;1221;10;2;0;0
3500105;2002;404;10;1;0;0
3500204;2002;31;;;;
3500303;2002;497;5;1;0;0
3500402;2002;78;1;1;0;0
3500501;2002;225;2;2;0;0
3500550;2002;98;0;1;0;0
3500600;2002;22;;;;
3500709;2002;552;1;0;1;0
3500758;2002;74;;;;
3500808;2002;33;1;0;0;0
3500907;2002;47;0;0;1;0
3501004;2002;238;1;1;0;0
3501103;2002;41;;;;
3501152;2002;311;4;0;0;0
3501202;2002;36;;;;
3501301;2002;369;2;0;0;2
3501400;2002;53;;;;
3501509;2002;26;;;;
3501608;2002;2632;16;8;0;0
3501707;2002;485;3;1;0;0
3501806;2002;64;;;;
3501905;2002;817;7;3;0;0
3502002;2002;52;1;0;0;0
3502101;2002;744;11;0;0;0
3502200;2002;387;4;3;0;0
3502309;2002;85;1;0;0;0
3502408;2002;46;;;;
3502507;2002;497;2;2;0;0
3502606;2002;62;;;;
3502705;2002;535;3;0;1;0
3502754;2002;311;1;3;1;0
3502804;2002;2215;24;6;3;1
3502903;2002;343;2;2;1;0
3503000;2002;46;1;0;0;0
3503109;2002;100;2;1;0;0
3503158;2002;26;0;0;0;0
3503208;2002;2301;19;6;1;0
3503307;2002;1475;5;2;0;0
3503356;2002;19;;;;
3503406;2002;99;1;0;0;0
3503505;2002;67;1;0;0;0
3503604;2002;204;2;0;0;0
3503703;2002;104;1;0;0;0
3503802;2002;555;6;1;1;0
3503901;2002;1272;12;5;0;1
3503950;2002;24;;;;
3504008;2002;1157;3;5;1;0
3504107;2002;2025;28;3;3;2
3504206;2002;181;1;0;0;0
3504305;2002;68;1;1;0;0
3504404;2002;145;0;1;0;0
3504503;2002;1206;10;4;0;2
3504602;2002;157;1;0;0;0
3504701;2002;13;;;;
3504800;2002;75;0;1;0;0
3504909;2002;171;1;0;0;0
3505005;2002;35;;;;
3505104;2002;94;0;1;1;0
3505203;2002;415;2;2;0;0
3505302;2002;456;3;1;0;0
3505351;2002;92;;;;
3505401;2002;152;0;0;1;0
3505500;2002;1441;14;4;1;1
3505609;2002;471;3;0;1;0
3505708;2002;5252;25;11;7;3
3505807;2002;349;3;0;0;1
3505906;2002;704;8;2;2;0
3506003;2002;4842;40;14;3;4
3506102;2002;1032;10;2;0;0
3506201;2002;30;;;;
3506300;2002;161;;;;
3506359;2002;820;10;2;1;2
3506409;2002;70;0;1;0;0
3506508;2002;1294;8;3;0;4
3506607;2002;456;3;1;0;1
3506706;2002;236;2;1;0;0
3506805;2002;140;2;1;0;0
3506904;2002;123;2;1;0;0
3507001;2002;610;8;2;0;0
3507100;2002;277;3;0;2;1
3507159;2002;99;0;0;0;1
3507209;2002;4;;;;
3507308;2002;66;;;;
3507407;2002;183;0;0;1;0
3507456;2002;33;0;0;0;0
3507506;2002;1785;14;5;1;2
3507605;2002;2170;23;8;7;5
3507704;2002;45;;;;
3507753;2002;28;;;;
3507803;2002;261;;;;
3507902;2002;294;3;0;0;0
3508009;2002;448;6;0;1;2
3508108;2002;199;1;1;0;0
3508207;2002;53;1;0;0;0
3508306;2002;79;0;0;0;0
3508405;2002;661;5;3;1;1
3508504;2002;1244;12;6;1;0
3508603;2002;451;6;3;0;0
3508702;2002;301;2;0;0;0
3508801;2002;207;3;0;1;0
3508900;2002;41;1;1;0;0
3509007;2002;1268;13;4;3;0
3509106;2002;71;1;0;0;0
3509205;2002;1075;16;5;0;0
3509254;2002;577;11;3;0;0
3509304;2002;139;1;0;0;1
3509403;2002;358;4;1;0;1
3509452;2002;94;1;0;0;0
3509502;2002;14054;104;31;14;7
3509601;2002;1139;10;4;2;2
3509700;2002;921;16;1;2;0
3509809;2002;63;1;0;0;0
3509908;2002;237;2;0;0;0
3509957;2002;64;1;0;0;0
3510005;2002;396;3;0;0;0
3510104;2002;26;;;;
3510153;2002;103;2;0;0;0
3510203;2002;928;5;1;4;3
3510302;2002;277;2;0;1;0
3510401;2002;737;6;1;2;2
3510500;2002;1464;16;5;3;1
3510609;2002;6719;48;14;11;6
3510708;2002;158;0;0;0;0
3510807;2002;396;7;0;0;0
3510906;2002;33;;;;
3511003;2002;240;1;1;0;0
3511102;2002;1266;6;2;0;1
3511201;2002;85;1;0;0;0
3511300;2002;70;0;1;0;0
3511409;2002;279;3;2;0;0
3511508;2002;419;2;1;0;0
3511607;2002;161;1;0;0;0
3511706;2002;188;5;1;0;0
3511904;2002;77;0;0;0;1
3512001;2002;245;2;0;0;0
3512100;2002;99;;;;
3512209;2002;450;6;2;0;0
3512308;2002;233;1;2;0;0
3512407;2002;285;6;0;0;0
3512506;2002;39;;;;
3512605;2002;75;2;0;0;0
3512704;2002;31;2;0;0;0
3512803;2002;822;3;3;0;1
3512902;2002;88;1;0;0;0
3513009;2002;3415;27;11;5;4
3513108;2002;451;2;0;1;0
3513207;2002;103;1;0;0;0
3513306;2002;25;1;0;0;0
3513405;2002;1199;20;3;1;1
3513504;2002;2154;36;8;2;2
3513603;2002;384;4;1;0;0
3513702;2002;391;2;1;0;0
3513801;2002;7518;77;20;10;2
3513850;2002;16;;;;
3513900;2002;171;2;0;0;0
3514007;2002;120;;;;
3514106;2002;363;5;1;2;0
3514205;2002;21;;;;
3514304;2002;105;0;0;0;0
3514403;2002;489;2;1;0;0
3514502;2002;183;1;0;0;1
3514601;2002;89;0;1;0;1
3514700;2002;94;2;1;0;0
3514809;2002;338;2;1;2;0
3514908;2002;232;1;0;1;2
3514924;2002;30;2;0;0;0
3514957;2002;28;;;;
3515004;2002;4579;32;10;5;5
3515103;2002;1066;11;2;1;0
3515129;2002;37;;;;
3515152;2002;197;2;1;1;1
3515186;2002;572;8;0;0;1
3515194;2002;60;3;1;0;0
3515202;2002;119;2;0;0;0
3515301;2002;30;;;;
3515350;2002;159;4;0;1;0
3515400;2002;198;0;1;0;0
3515509;2002;744;4;0;0;0
3515608;2002;45;2;1;0;1
3515657;2002;18;2;0;0;0
3515707;2002;3027;33;7;5;3
3515806;2002;24;1;0;0;0
3515905;2002;30;;;;
3516002;2002;159;0;0;0;1
3516101;2002;44;;;;
3516200;2002;5052;45;12;3;0
3516309;2002;2998;27;15;7;0
3516408;2002;2227;24;10;5;1
3516507;2002;26;;;;
3516606;2002;82;1;0;0;0
3516705;2002;653;4;1;1;0
3516804;2002;54;2;0;0;0
3516853;2002;68;;;;
3516903;2002;114;1;0;0;0
3517000;2002;143;4;0;0;0
3517109;2002;63;2;0;0;0
3517208;2002;133;0;0;0;0
3517307;2002;98;2;0;0;0
3517406;2002;536;3;4;1;1
3517505;2002;186;1;1;0;0
3517604;2002;435;9;2;1;0
3517703;2002;316;4;0;1;1
3517802;2002;113;1;0;0;1
3517901;2002;134;0;1;0;0
3518008;2002;22;;;;
3518107;2002;96;1;0;0;0
3518206;2002;365;4;2;1;0
3518305;2002;440;3;2;1;1
3518404;2002;1705;22;4;2;2
3518503;2002;136;2;3;0;0
3518602;2002;521;6;5;0;0
3518701;2002;5004;73;17;10;7
3518800;2002;21777;179;63;43;22
3518859;2002;96;0;1;0;0
3518909;2002;65;;;;
3519006;2002;111;5;1;0;0
3519055;2002;156;3;0;0;1
3519071;2002;2639;15;10;0;0
3519105;2002;121;;;;
3519204;2002;73;1;1;0;1
3519253;2002;53;;;;
3519303;2002;450;1;3;0;0
3519402;2002;97;0;0;1;0
3519501;2002;82;0;0;1;0
3519600;2002;661;6;1;0;0
3519709;2002;1352;12;1;2;1
3519808;2002;115;3;0;1;0
3519907;2002;86;1;0;0;0
3520004;2002;350;8;2;1;0
3520103;2002;376;5;0;0;1
3520202;2002;143;;;;
3520301;2002;525;4;0;1;0
3520400;2002;448;4;2;1;0
3520426;2002;111;3;0;0;0
3520442;2002;261;1;1;0;0
3520509;2002;2574;16;8;1;0
3520608;2002;62;1;0;0;0
3520707;2002;41;0;1;0;0
3520806;2002;39;;;;
3520905;2002;216;2;1;0;0
3521002;2002;302;3;1;0;0
3521101;2002;69;0;0;1;0
3521150;2002;37;;;;
3521200;2002;64;3;0;0;0
3521309;2002;224;4;0;0;0
3521408;2002;201;;;;
3521507;2002;93;0;0;1;0
3521606;2002;74;0;1;0;0
3521705;2002;330;11;1;0;0
3521804;2002;370;2;2;2;0
3521903;2002;170;5;1;0;0
3522000;2002;33;;;;
3522109;2002;1381;19;5;2;0
3522158;2002;52;1;0;0;0
3522208;2002;3597;17;8;3;5
3522307;2002;2403;20;7;2;0
3522406;2002;1770;32;6;2;5
3522505;2002;3694;23;8;6;2
3522604;2002;846;8;1;1;1
3522653;2002;78;0;0;0;1
3522703;2002;483;6;0;0;0
3522802;2002;252;1;0;0;0
3522901;2002;166;1;0;0;0
3523008;2002;36;;;;
3523107;2002;5943;54;18;7;7
3523206;2002;961;9;5;1;3
3523305;2002;175;2;0;0;0
3523404;2002;1323;13;1;0;0
3523503;2002;318;2;2;0;0
3523602;2002;188;4;1;0;0
3523701;2002;86;1;1;0;0
3523800;2002;124;1;0;0;0
3523909;2002;2447;13;3;2;2
3524006;2002;475;7;1;0;0
3524105;2002;591;8;4;1;0
3524204;2002;96;1;0;0;1
3524303;2002;1030;8;5;1;2
3524402;2002;3331;39;9;3;1
3524501;2002;55;;;;
3524600;2002;278;1;0;0;0
3524709;2002;578;2;2;0;1
3524808;2002;572;1;1;0;2
3524907;2002;69;1;0;0;0
3525003;2002;1790;22;5;1;1
3525102;2002;484;4;1;0;0
3525201;2002;279;3;0;1;0
3525300;2002;1651;6;7;1;2
3525409;2002;64;;;;
3525508;2002;151;1;2;0;0
3525607;2002;57;1;0;0;0
3525706;2002;417;3;1;0;0
3525805;2002;77;;;;
3525854;2002;33;;;;
3525904;2002;5142;35;10;2;3
3526001;2002;225;4;1;0;0
3526100;2002;445;5;0;1;0
3526209;2002;564;7;1;0;0
3526308;2002;53;1;0;0;0
3526407;2002;353;0;1;0;0
3526506;2002;48;1;0;0;0
3526605;2002;91;1;0;0;0
3526704;2002;1302;14;3;1;1
3526803;2002;912;5;2;1;1
3526902;2002;3593;18;9;3;2
3527009;2002;64;;;;
3527108;2002;920;11;5;0;1
3527207;2002;1267;16;4;3;1
3527256;2002;23;;;;
3527306;2002;425;1;2;1;0
3527405;2002;255;4;0;0;0
3527504;2002;45;0;1;0;0
3527603;2002;149;;;;
3527702;2002;59;1;0;0;0
3527801;2002;67;;;;
3527900;2002;52;2;0;0;0
3528007;2002;273;1;2;0;0
3528106;2002;54;0;0;2;0
3528205;2002;40;1;0;0;0
3528304;2002;33;;;;
3528403;2002;685;5;1;2;0
3528502;2002;1118;12;5;2;3
3528601;2002;105;0;0;0;1
3528700;2002;49;0;1;0;0
3528809;2002;198;1;1;0;0
3528858;2002;27;;;;
3528908;2002;46;1;0;0;0
3529005;2002;2877;28;6;0;0
3529104;2002;27;1;0;0;0
3529203;2002;306;2;2;0;0
3529302;2002;1092;8;2;2;0
3529401;2002;6717;64;18;10;8
3529500;2002;38;;;;
3529609;2002;54;;;;
3529658;2002;27;1;0;0;0
3529708;2002;317;7;0;0;0
3529807;2002;170;1;0;0;0
3529906;2002;495;2;0;0;3
3530003;2002;27;2;0;0;0
3530102;2002;294;2;1;2;1
3530201;2002;226;0;0;0;1
3530300;2002;644;6;1;0;0
3530409;2002;48;;;;
3530508;2002;983;10;1;1;1
3530607;2002;5957;80;18;11;7
3530706;2002;1944;19;6;0;3
3530805;2002;1189;9;4;1;0
3530904;2002;50;0;0;1;0
3531001;2002;17;;;;
3531100;2002;593;6;3;2;1
3531209;2002;62;;;;
3531308;2002;560;5;1;0;0
3531407;2002;215;1;0;0;0
3531506;2002;267;1;0;2;0
3531605;2002;53;;;;
3531704;2002;49;1;0;1;0
3531803;2002;826;3;3;0;1
3531902;2002;463;1;1;0;2
3532009;2002;186;1;0;0;0
3532058;2002;54;;;;
3532108;2002;34;0;0;0;0
3532157;2002;50;1;0;0;0
3532207;2002;68;1;0;0;0
3532306;2002;89;0;0;0;0
3532405;2002;235;3;1;0;0
3532504;2002;66;1;0;0;0
3532603;2002;99;;;;
3532702;2002;37;;;;
3532801;2002;56;;;;
3532827;2002;159;3;0;1;0
3532843;2002;18;0;0;0;1
3532868;2002;12;1;0;0;0
3532900;2002;108;4;1;2;0
3533007;2002;252;2;0;0;0
3533106;2002;19;;;;
3533205;2002;24;;;;
3533254;2002;49;;;;
3533304;2002;19;;;;
3533403;2002;654;6;1;0;0
3533502;2002;402;5;1;0;0
3533601;2002;86;1;0;0;0
3533700;2002;58;0;0;0;1
3533809;2002;32;1;0;0;0
3533908;2002;633;2;3;0;0
3534005;2002;58;0;1;0;0
3534104;2002;84;2;0;0;0
3534203;2002;59;1;0;0;0
3534302;2002;621;4;0;1;1
3534401;2002;11832;106;34;15;9
3534500;2002;16;;;;
3534609;2002;352;5;0;0;0
3534708;2002;1583;13;5;1;0
3534757;2002;70;;;;
3534807;2002;109;2;0;0;0
3534906;2002;139;;;;
3535002;2002;91;2;0;0;0
3535101;2002;132;1;0;0;0
3535200;2002;117;1;2;0;0
3535309;2002;293;1;0;1;1
3535408;2002;232;4;0;0;0
3535507;2002;619;8;1;0;0
3535606;2002;272;1;1;0;0
3535705;2002;63;1;0;0;0
3535804;2002;258;1;1;0;2
3535903;2002;46;2;0;0;0
3536000;2002;122;0;0;0;0
3536109;2002;97;;;;
3536208;2002;323;1;0;1;1
3536257;2002;29;1;0;0;0
3536307;2002;188;3;0;0;1
3536406;2002;89;3;1;1;0
3536505;2002;1001;5;2;0;1
3536570;2002;24;;;;
3536604;2002;112;0;2;0;0
3536703;2002;567;4;1;3;1
3536802;2002;62;;;;
3536901;2002;29;;;;
3537008;2002;246;3;0;1;0
3537107;2002;541;5;1;0;0
3537156;2002;26;;;;
3537206;2002;155;2;0;0;0
3537305;2002;720;4;0;1;0
3537404;2002;311;6;1;0;0
3537503;2002;72;;;;
3537602;2002;1171;17;0;0;1
3537701;2002;59;1;0;0;0
3537800;2002;774;11;3;1;0
3537909;2002;505;5;0;0;0
3538006;2002;2188;20;7;1;0
3538105;2002;166;1;1;0;0
3538204;2002;124;2;0;0;0
3538303;2002;49;0;1;0;0
3538501;2002;203;1;1;0;0
3538600;2002;397;5;2;1;0
3538709;2002;5194;36;17;4;5
3538808;2002;473;5;1;1;0
3538907;2002;280;5;0;0;0
3539004;2002;124;1;0;0;0
3539103;2002;216;1;1;2;1
3539202;2002;315;3;0;0;0
3539301;2002;864;5;3;0;0
3539400;2002;166;;;;
3539509;2002;570;4;1;0;0
3539608;2002;56;0;0;0;0
3539707;2002;51;1;0;0;0
3539806;2002;1801;12;3;0;0
3539905;2002;46;;;;
3540002;2002;234;1;0;0;0
3540101;2002;35;2;0;0;0
3540200;2002;639;3;2;3;1
3540259;2002;50;0;2;0;0
3540309;2002;27;1;0;0;0
3540408;2002;38;1;0;0;0
3540507;2002;82;;;;
3540606;2002;730;8;0;1;0
