cidade;ano;vivos;perinatais;maformacao;respiratorio;infecparasit
3539509;2017;475;3;0;0;0
3539608;2017;83;;;;
3539707;2017;47;0;0;0;1
3539806;2017;1655;19;5;0;3
3539905;2017;68;;;;
3540002;2017;258;3;1;0;1
3540101;2017;30;;;;
3540200;2017;563;1;1;0;0
3540259;2017;53;;;;
3540309;2017;28;;;;
3540408;2017;45;;;;
3540507;2017;83;;;;
3540606;2017;731;5;2;0;0
3540705;2017;558;2;0;0;0
3540754;2017;257;4;1;0;1
3540804;2017;217;0;0;1;0
3540853;2017;14;;;;
3540903;2017;228;;;;
3541000;2017;4550;34;12;6;4
3541059;2017;83;;;;
3541109;2017;47;;;;
3541208;2017;134;3;0;0;0
3541307;2017;540;3;3;0;0
3541406;2017;3056;22;7;0;0
3541505;2017;422;2;0;0;0
3541604;2017;424;3;3;1;0
3541653;2017;51;0;0;0;0
3541703;2017;155;0;0;0;0
3541802;2017;56;;;;
3541901;2017;110;1;0;0;0
3542008;2017;88;2;0;0;0
3542107;2017;109;1;0;0;0
3542206;2017;395;1;1;1;1
3542305;2017;45;0;0;0;0
3542404;2017;248;1;0;0;0
3542503;2017;65;;;;
3542602;2017;786;2;0;0;0
3542701;2017;124;1;0;0;0
3542800;2017;48;;;;
3542909;2017;130;0;2;0;0
3543006;2017;295;4;1;0;0
3543105;2017;59;;;;
3543204;2017;47;;;;
3543238;2017;24;0;0;0;0
3543253;2017;91;0;1;0;0
3543303;2017;1312;4;4;1;1
3543402;2017;8381;38;21;6;1
3543501;2017;67;1;0;0;0
3543600;2017;46;;;;
3543709;2017;131;1;0;0;0
3543808;2017;99;3;0;0;0
3543907;2017;2345;13;7;0;2
3544004;2017;390;1;1;0;0
3544103;2017;637;3;2;0;0
3544202;2017;106;0;0;0;1
3544251;2017;226;2;1;0;0
3544301;2017;149;4;0;1;0
3544400;2017;39;1;0;0;0
3544509;2017;18;;;;
3544608;2017;56;1;0;0;0
3544707;2017;27;0;0;0;0
3544806;2017;61;;;;
3544905;2017;134;0;1;0;0
3545001;2017;202;1;0;0;0
3545100;2017;71;2;0;0;0
3545159;2017;86;;;;
3545209;2017;1680;9;2;0;1
3545308;2017;530;5;2;0;0
3545407;2017;110;1;0;0;0
3545506;2017;53;1;0;0;0
3545605;2017;184;1;0;0;0
3545704;2017;64;;;;
3545803;2017;2379;10;6;1;0
3546009;2017;166;4;0;0;0
3546108;2017;17;;;;
3546207;2017;27;;;;
3546256;2017;24;;;;
3546306;2017;394;4;0;0;0
3546405;2017;645;4;2;0;0
3546504;2017;51;1;0;0;0
3546603;2017;444;2;1;0;0
3546702;2017;327;1;0;0;0
3546801;2017;715;4;1;0;0
3546900;2017;94;2;0;0;0
3547007;2017;70;;;;
3547106;2017;43;;;;
3547205;2017;21;;;;
3547304;2017;2123;9;4;4;2
3547403;2017;25;0;0;0;0
3547502;2017;250;1;1;0;0
3547601;2017;259;;;;
3547650;2017;14;;;;
3547700;2017;223;1;2;0;0
3547809;2017;9136;30;22;5;2
3547908;2017;74;;;;
3548005;2017;265;1;2;0;0
3548054;2017;115;1;1;0;0
3548104;2017;62;;;;
3548203;2017;95;1;1;0;0
3548302;2017;33;0;0;0;0
3548401;2017;59;1;0;0;0
3548500;2017;4758;35;8;1;1
3548609;2017;116;1;0;0;0
3548708;2017;10995;57;23;2;2
3548807;2017;1857;7;5;1;0
3548906;2017;3236;11;7;2;0
3549003;2017;37;;;;
3549102;2017;1106;9;4;0;0
3549201;2017;23;;;;
3549250;2017;21;;;;
3549300;2017;23;;;;
3549409;2017;572;1;2;0;0
3549508;2017;110;1;0;1;0
3549607;2017;48;;;;
3549706;2017;712;0;2;0;0
3549805;2017;5490;23;18;0;1
3549904;2017;9739;55;25;1;2
3549953;2017;196;0;1;0;0
3550001;2017;123;;;;
3550100;2017;523;4;0;0;0
3550209;2017;416;3;2;0;0
3550308;2017;169922;1046;376;109;81
3550407;2017;439;0;1;0;0
3550506;2017;88;1;0;1;0
3550605;2017;1100;8;4;0;2
3550704;2017;1256;3;3;0;1
3550803;2017;89;;;;
3550902;2017;128;1;1;1;0
3551009;2017;4628;40;14;8;1
3551108;2017;116;;;;
3551207;2017;52;0;0;0;1
3551306;2017;33;;;;
3551405;2017;132;2;0;0;0
3551504;2017;630;3;0;1;0
3551603;2017;309;;;;
3551702;2017;1577;12;5;1;1
3551801;2017;200;0;0;0;0
3551900;2017;189;3;0;0;0
3552007;2017;76;1;0;0;0
3552106;2017;416;3;1;0;1
3552205;2017;9256;60;20;4;2
3552304;2017;100;1;0;0;0
3552403;2017;4035;16;15;0;1
3552502;2017;4603;29;7;2;0
3552551;2017;42;;;;
3552601;2017;117;;;;
3552700;2017;218;2;1;0;0
3552809;2017;4548;35;13;2;1
3552908;2017;75;;;;
3553005;2017;183;1;2;0;0
3553104;2017;71;;;;
3553203;2017;60;0;0;0;0
3553302;2017;300;3;1;0;0
3553401;2017;248;1;0;0;0
3553500;2017;98;0;0;1;0
3553609;2017;141;;;;
3553658;2017;18;;;;
3553708;2017;631;4;1;0;0
3553807;2017;289;5;1;0;0
3553856;2017;95;1;0;0;0
3553906;2017;83;;;;
3553955;2017;212;1;1;0;0
3554003;2017;1658;15;1;0;1
3554102;2017;4046;27;10;0;2
3554201;2017;77;;;;
3554300;2017;357;3;1;0;0
3554409;2017;98;0;0;0;0
3554508;2017;530;2;2;1;0
3554607;2017;28;1;0;0;0
3554656;2017;20;;;;
3554706;2017;104;1;0;0;0
3554755;2017;24;;;;
3554805;2017;569;1;3;0;0
3554904;2017;68;;;;
3554953;2017;56;0;0;0;0
3555000;2017;736;4;5;1;0
3555109;2017;142;1;0;0;0
3555208;2017;13;0;0;0;0
3555307;2017;17;;;;
3555356;2017;94;1;0;0;0
3555406;2017;1278;10;4;1;0
3555505;2017;90;0;1;0;0
3555604;2017;93;0;1;0;0
3555703;2017;16;;;;
3555802;2017;102;;;;
3555901;2017;10;;;;
3556008;2017;142;1;0;0;0
3556107;2017;178;1;0;0;0
3556206;2017;1386;5;4;0;0
3556305;2017;333;2;3;0;0
3556354;2017;114;1;1;0;0
3556404;2017;556;5;1;0;0
3556453;2017;766;2;2;1;0
3556503;2017;1449;13;5;1;1
3556602;2017;118;1;0;0;0
3556701;2017;942;8;0;1;0
3556800;2017;221;1;1;0;0
3556909;2017;112;;;;
3556958;2017;17;0;1;0;0
3557006;2017;1718;13;3;0;1
3557105;2017;1038;4;2;0;1
3557154;2017;23;;;;
3557204;2017;188;0;0;0;0
3557303;2017;137;1;0;0;0
3500000;2016;295;3;0;0;0
3500105;2016;377;1;1;1;0
3500204;2016;46;;;;
3500303;2016;399;5;3;1;0
3500402;2016;74;1;0;0;0
3500501;2016;214;1;0;0;0
3500550;2016;90;1;1;0;0
3500600;2016;34;;;;
3500709;2016;497;5;2;1;0
3500758;2016;81;0;2;0;0
3500808;2016;47;2;1;0;0
3500907;2016;52;1;0;0;0
3501004;2016;175;2;0;0;0
3501103;2016;32;;;;
3501152;2016;270;3;0;0;0
3501202;2016;35;;;;
3501301;2016;329;2;0;0;0
3501400;2016;42;;;;
3501509;2016;43;;;;
3501608;2016;2506;3;7;3;2
3501707;2016;464;2;0;0;0
3501806;2016;44;;;;
3501905;2016;792;2;0;0;1
3502002;2016;55;;;;
3502101;2016;686;6;2;1;1
3502200;2016;349;3;0;0;0
3502309;2016;83;;;;
3502408;2016;63;2;0;0;0
3502507;2016;513;4;2;0;0
3502606;2016;47;;;;
3502705;2016;326;9;0;1;0
3502754;2016;306;1;2;0;0
3502804;2016;2219;23;1;2;0
3502903;2016;452;3;1;0;1
3503000;2016;56;;;;
3503109;2016;75;;;;
3503158;2016;15;;;;
3503208;2016;2745;11;7;1;1
3503307;2016;1504;10;6;0;1
3503356;2016;21;;;;
3503406;2016;86;1;0;0;0
3503505;2016;40;0;1;0;0
3503604;2016;142;;;;
3503703;2016;79;1;0;0;1
3503802;2016;667;1;1;0;0
3503901;2016;1436;13;3;2;1
3503950;2016;27;;;;
3504008;2016;1195;8;1;0;0
3504107;2016;2032;10;2;3;0
3504206;2016;145;;;;
3504305;2016;63;;;;
3504404;2016;156;;;;
3504503;2016;1253;6;5;1;0
3504602;2016;204;1;0;0;0
3504701;2016;17;;;;
3504800;2016;67;;;;
3504909;2016;93;;;;
3505005;2016;54;1;0;0;0
3505104;2016;90;1;0;0;0
3505203;2016;404;2;1;0;0
3505302;2016;308;2;0;0;0
3505351;2016;68;;;;
3505401;2016;94;;;;
3505500;2016;1387;11;7;0;1
3505609;2016;461;2;2;0;0
3505708;2016;5429;21;13;2;3
3505807;2016;270;1;2;0;0
3505906;2016;677;1;3;1;0
3506003;2016;4716;25;9;2;2
3506102;2016;902;7;0;0;0
3506201;2016;32;;;;
3506300;2016;129;1;0;0;0
3506359;2016;1026;6;3;2;0
3506409;2016;74;;;;
3506508;2016;1355;15;4;0;1
3506607;2016;408;1;0;0;0
3506706;2016;151;0;0;0;0
3506805;2016;142;2;2;0;0
3506904;2016;124;0;0;0;0
3507001;2016;784;5;2;1;1
3507100;2016;361;2;1;0;0
3507159;2016;71;1;0;0;0
3507209;2016;10;;;;
3507308;2016;56;2;0;0;0
3507407;2016;157;0;2;0;0
3507456;2016;37;;;;
3507506;2016;1735;15;4;0;1
3507605;2016;2151;7;7;1;1
3507704;2016;67;;;;
3507753;2016;32;;;;
3507803;2016;282;0;1;1;0
3507902;2016;294;1;0;0;0
3508009;2016;320;3;0;0;0
3508108;2016;177;1;1;0;0
3508207;2016;55;;;;
3508306;2016;52;;;;
3508405;2016;783;5;2;0;0
3508504;2016;1181;3;4;0;0
3508603;2016;410;4;0;0;0
3508702;2016;190;;;;
3508801;2016;215;1;0;0;0
3508900;2016;28;;;;
3509007;2016;1331;9;3;0;0
3509106;2016;48;;;;
3509205;2016;1349;9;0;0;0
3509254;2016;479;3;0;1;1
3509304;2016;82;1;0;0;0
3509403;2016;350;0;2;0;0
3509452;2016;78;;;;
3509502;2016;15283;68;36;4;6
3509601;2016;1098;5;5;0;1
3509700;2016;765;4;1;0;0
3509809;2016;57;;;;
3509908;2016;170;2;0;0;1
3509957;2016;71;;;;
3510005;2016;331;3;3;0;0
3510104;2016;16;;;;
3510153;2016;64;;;;
3510203;2016;647;6;1;0;1
3510302;2016;297;1;0;0;0
3510401;2016;683;5;0;0;0
3510500;2016;1765;9;8;1;0
3510609;2016;6965;40;17;7;4
3510708;2016;136;1;0;0;0
3510807;2016;287;3;2;0;0
3510906;2016;24;;;;
3511003;2016;254;2;1;0;0
3511102;2016;1369;4;4;1;0
3511201;2016;90;;;;
3511300;2016;98;;;;
3511409;2016;269;1;1;0;0
3511508;2016;547;1;0;0;1
3511607;2016;260;1;1;0;0
3511706;2016;206;0;1;0;0
3511904;2016;92;;;;
3512001;2016;219;1;0;0;0
3512100;2016;90;2;0;0;0
3512209;2016;398;3;1;0;0
3512308;2016;203;1;0;0;0
3512407;2016;315;1;0;1;0
3512506;2016;70;1;0;0;0
3512605;2016;52;0;1;0;0
3512704;2016;45;;;;
3512803;2016;687;3;1;0;1
3512902;2016;57;1;0;0;0
3513009;2016;4052;31;12;4;1
3513108;2016;398;3;3;0;0
3513207;2016;112;2;0;0;0
3513306;2016;25;;;;
3513405;2016;954;4;1;0;0
3513504;2016;1679;16;6;3;1
3513603;2016;226;2;0;0;0
3513702;2016;345;0;2;0;0
3513801;2016;5930;50;20;0;2
3513850;2016;19;0;1;0;0
3513900;2016;123;0;1;0;0
3514007;2016;96;1;1;0;0
3514106;2016;360;3;0;0;0
3514205;2016;16;;;;
3514304;2016;102;2;0;0;0
3514403;2016;515;2;2;0;0
3514502;2016;121;3;0;0;0
3514601;2016;103;1;0;0;0
3514700;2016;87;0;0;0;0
3514809;2016;208;;;;
3514908;2016;220;3;0;0;1
3514924;2016;38;0;1;0;0
3514957;2016;21;1;0;0;0
3515004;2016;4210;25;15;0;1
3515103;2016;973;4;6;0;2
3515129;2016;23;;;;
3515152;2016;263;2;1;0;0
3515186;2016;401;0;0;1;0
3515194;2016;56;;;;
3515202;2016;78;0;0;0;0
3515301;2016;30;;;;
3515350;2016;105;1;0;1;0
3515400;2016;200;0;2;0;0
3515509;2016;706;1;0;0;1
3515608;2016;53;1;0;0;1
3515657;2016;17;;;;
3515707;2016;2800;24;8;2;0
3515806;2016;21;;;;
3515905;2016;16;0;0;0;0
3516002;2016;97;2;0;0;0
3516101;2016;30;;;;
3516200;2016;4912;25;18;1;0
3516309;2016;2876;15;9;2;2
3516408;2016;2175;14;6;2;0
3516507;2016;29;;;;
3516606;2016;63;0;1;0;0
3516705;2016;509;2;1;0;0
3516804;2016;49;;;;
3516853;2016;56;2;0;0;0
3516903;2016;113;3;1;0;0
3517000;2016;104;;;;
3517109;2016;39;;;;
3517208;2016;157;2;0;0;0
3517307;2016;78;5;0;0;0
3517406;2016;439;0;0;1;0
3517505;2016;242;2;0;0;0
3517604;2016;220;2;2;0;0
3517703;2016;190;1;1;0;0
3517802;2016;79;1;0;0;0
3517901;2016;98;;;;
3518008;2016;17;;;;
3518107;2016;77;;;;
3518206;2016;380;2;1;1;0
3518305;2016;430;2;1;1;0
3518404;2016;1380;9;7;0;1
3518503;2016;161;0;2;0;0
3518602;2016;486;2;1;1;0
3518701;2016;4429;38;14;3;1
3518800;2016;20696;129;69;18;9
3518859;2016;87;3;0;0;1
3518909;2016;65;0;0;0;0
3519006;2016;105;0;1;0;0
3519055;2016;218;1;0;0;0
3519071;2016;3054;13;14;0;1
3519105;2016;123;;;;
3519204;2016;49;;;;
3519253;2016;101;;;;
3519303;2016;486;1;2;0;0
3519402;2016;144;2;0;0;0
3519501;2016;71;;;;
3519600;2016;695;10;1;0;0
3519709;2016;1188;10;2;1;0
3519808;2016;85;;;;
3519907;2016;95;;;;
3520004;2016;307;;;;
3520103;2016;301;1;0;0;0
3520202;2016;132;0;0;0;0
3520301;2016;366;2;2;0;1
3520400;2016;490;6;2;0;0
3520426;2016;150;1;0;0;1
3520442;2016;279;4;0;0;0
3520509;2016;3034;22;10;0;2
3520608;2016;50;2;1;0;0
3520707;2016;34;;;;
3520806;2016;40;;;;
3520905;2016;167;2;0;1;0
3521002;2016;359;8;1;1;0
3521101;2016;90;;;;
3521150;2016;64;;;;
3521200;2016;60;1;0;0;0
3521309;2016;170;;;;
3521408;2016;280;0;1;0;0
3521507;2016;87;;;;
3521606;2016;53;0;1;0;0
3521705;2016;219;5;1;1;0
3521804;2016;319;4;4;0;1
3521903;2016;165;3;0;0;0
3522000;2016;44;;;;
3522109;2016;1312;10;2;0;1
3522158;2016;45;;;;
3522208;2016;2529;11;4;4;0
3522307;2016;2077;11;7;1;2
3522406;2016;1403;17;7;3;0
3522505;2016;4041;26;11;2;2
3522604;2016;798;7;3;0;1
3522653;2016;59;;;;
3522703;2016;443;4;0;0;0
3522802;2016;198;1;0;0;0
3522901;2016;180;2;0;1;0
3523008;2016;59;;;;
3523107;2016;6035;46;21;4;4
3523206;2016;645;7;1;1;0
3523305;2016;178;4;1;0;0
3523404;2016;1355;14;4;1;0
3523503;2016;277;3;3;0;0
3523602;2016;155;2;1;0;0
3523701;2016;79;1;0;0;0
3523800;2016;85;1;2;0;0
3523909;2016;2274;4;3;1;2
3524006;2016;878;4;0;1;0
3524105;2016;408;;;;
3524204;2016;72;;;;
3524303;2016;776;3;0;0;1
3524402;2016;3070;15;11;2;1
3524501;2016;89;0;1;0;0
3524600;2016;269;4;1;1;0
3524709;2016;767;6;4;0;0
3524808;2016;535;5;0;1;0
3524907;2016;73;;;;
3525003;2016;1811;9;4;0;0
3525102;2016;552;7;0;0;0
3525201;2016;397;2;0;0;0
3525300;2016;1626;7;2;0;0
3525409;2016;50;0;1;0;0
3525508;2016;138;0;1;1;0
3525607;2016;85;;;;
3525706;2016;442;0;1;0;0
3525805;2016;66;1;1;0;0
3525854;2016;53;;;;
3525904;2016;5851;25;14;2;0
3526001;2016;234;2;0;0;0
3526100;2016;263;2;0;0;0
3526209;2016;464;4;0;1;1
3526308;2016;46;;;;
3526407;2016;390;2;1;0;0
3526506;2016;49;1;0;0;0
3526605;2016;97;3;0;0;0
3526704;2016;1198;5;2;0;1
3526803;2016;759;5;3;0;0
3526902;2016;3589;12;11;0;0
3527009;2016;78;;;;
3527108;2016;905;7;0;0;0
3527207;2016;1181;4;2;2;1
3527256;2016;21;1;1;0;0
3527306;2016;752;4;1;0;0
3527405;2016;189;;;;
3527504;2016;23;;;;
3527603;2016;123;1;1;0;0
3527702;2016;57;;;;
3527801;2016;58;;;;
3527900;2016;32;;;;
3528007;2016;203;1;0;0;0
3528106;2016;76;;;;
3528205;2016;35;;;;
3528304;2016;33;0;0;0;1
3528403;2016;643;4;1;0;0
3528502;2016;1101;8;2;1;0
3528601;2016;93;1;0;0;0
3528700;2016;34;;;;
3528809;2016;141;1;0;0;0
3528858;2016;33;0;1;0;0
3528908;2016;42;0;1;0;0
3529005;2016;2966;19;7;2;3
3529104;2016;14;;;;
3529203;2016;264;2;0;0;2
3529302;2016;876;6;5;0;1
3529401;2016;5885;40;9;2;0
3529500;2016;67;0;1;0;0
3529609;2016;33;;;;
3529658;2016;28;;;;
3529708;2016;218;2;0;0;0
3529807;2016;118;3;0;0;0
3529906;2016;316;6;1;0;0
3530003;2016;32;;;;
3530102;2016;276;2;0;0;0
3530201;2016;177;0;0;0;0
3530300;2016;702;7;1;0;1
3530409;2016;42;;;;
3530508;2016;791;7;2;1;0
3530607;2016;6521;38;15;7;4
3530706;2016;1908;12;7;0;0
3530805;2016;1064;2;3;0;0
3530904;2016;52;0;2;0;0
3531001;2016;25;;;;
3531100;2016;749;3;3;0;0
3531209;2016;54;;;;
3531308;2016;516;3;3;1;0
3531407;2016;239;2;1;0;0
3531506;2016;205;2;1;0;0
3531605;2016;36;1;0;0;0
3531704;2016;30;;;;
3531803;2016;908;1;2;0;0
3531902;2016;398;2;2;1;0
3532009;2016;160;2;4;0;0
3532058;2016;79;1;1;0;0
3532108;2016;28;;;;
3532157;2016;38;;;;
3532207;2016;78;;;;
3532306;2016;62;;;;
3532405;2016;193;1;2;0;0
3532504;2016;87;1;0;0;0
3532603;2016;98;1;0;0;0
3532702;2016;74;;;;
3532801;2016;74;0;1;0;0
3532827;2016;159;1;2;0;0
3532843;2016;15;;;;
3532868;2016;20;;;;
3532900;2016;131;1;0;0;0
3533007;2016;252;1;0;0;0
3533106;2016;24;;;;
3533205;2016;43;;;;
3533254;2016;69;2;0;0;0
3533304;2016;40;;;;
3533403;2016;714;3;1;0;0
3533502;2016;467;1;1;0;0
3533601;2016;81;3;0;0;0
3533700;2016;69;0;0;0;0
3533809;2016;30;;;;
3533908;2016;627;10;1;1;0
3534005;2016;58;1;0;0;0
3534104;2016;78;;;;
3534203;2016;57;2;1;0;0
3534302;2016;468;3;2;0;0
3534401;2016;10280;77;38;5;1
3534500;2016;22;0;1;0;0
3534609;2016;320;3;1;0;0
3534708;2016;1322;6;8;0;0
3534757;2016;120;0;1;0;0
3534807;2016;84;0;1;0;0
3534906;2016;112;2;1;0;0
3535002;2016;112;1;0;1;0
3535101;2016;122;1;2;1;0
3535200;2016;88;1;0;0;0
3535309;2016;235;1;1;0;0
3535408;2016;248;3;0;0;0
3535507;2016;600;4;1;0;0
3535606;2016;219;0;0;0;1
3535705;2016;61;;;;
3535804;2016;265;0;1;0;0
3535903;2016;48;;;;
3536000;2016;123;0;0;1;0
3536109;2016;109;4;0;0;0
3536208;2016;274;;;;
3536257;2016;43;;;;
3536307;2016;216;1;0;0;0
3536406;2016;127;;;;
3536505;2016;1428;5;4;0;0
3536570;2016;25;;;;
3536604;2016;91;;;;
3536703;2016;554;3;1;0;0
3536802;2016;63;;;;
3536901;2016;18;;;;
3537008;2016;204;1;2;0;0
3537107;2016;455;0;3;0;0
3537156;2016;25;;;;
3537206;2016;123;1;0;0;0
3537305;2016;779;4;3;0;0
3537404;2016;297;2;1;0;1
3537503;2016;119;1;0;0;0
3537602;2016;970;10;3;0;1
3537701;2016;66;2;1;0;0
3537800;2016;686;2;3;0;0
3537909;2016;391;3;1;1;0
3538006;2016;2112;18;6;0;1
3538105;2016;145;1;0;0;0
3538204;2016;148;1;1;0;0
3538303;2016;19;;;;
3538501;2016;151;0;0;0;0
3538600;2016;314;3;0;0;0
3538709;2016;4985;26;10;1;3
3538808;2016;362;1;2;0;0
3538907;2016;230;4;1;1;0
3539004;2016;105;;;;
3539103;2016;256;0;1;0;0
3539202;2016;334;1;0;0;0
3539301;2016;890;4;2;0;0
3539400;2016;169;1;0;0;0
3539509;2016;451;2;1;0;1
3539608;2016;74;;;;
3539707;2016;38;0;1;0;0
3539806;2016;1637;13;3;2;0
3539905;2016;58;;;;
3540002;2016;252;4;2;0;0
3540101;2016;33;1;0;0;0
3540200;2016;527;3;2;0;0
3540259;2016;38;;;;
3540309;2016;17;;;;
3540408;2016;39;1;0;0;0
3540507;2016;101;1;1;0;0
3540606;2016;664;6;0;0;0
3540705;2016;626;0;3;0;0
3540754;2016;270;2;2;0;0
3540804;2016;238;1;0;0;0
3540853;2016;13;;;;
3540903;2016;208;1;0;0;0
3541000;2016;4393;40;10;2;2
3541059;2016;82;;;;
3541109;2016;38;;;;
3541208;2016;114;1;0;0;0
3541307;2016;584;2;2;0;0
3541406;2016;2888;28;13;0;1
3541505;2016;399;2;1;0;0
3541604;2016;429;3;1;1;0
3541653;2016;53;;;;
3541703;2016;168;0;0;1;0
3541802;2016;49;1;0;0;0
3541901;2016;139;0;0;1;0
3542008;2016;77;;;;
3542107;2016;93;1;0;0;0
3542206;2016;430;4;0;0;1
3542305;2016;48;;;;
3542404;2016;230;;;;
3542503;2016;57;;;;
3542602;2016;852;8;1;0;0
3542701;2016;108;0;0;0;0
3542800;2016;35;;;;
3542909;2016;155;;;;
3543006;2016;289;4;1;0;0
3543105;2016;63;0;2;0;0
3543204;2016;61;;;;
3543238;2016;18;;;;
3543253;2016;97;0;1;0;0
3543303;2016;1339;6;5;1;0
3543402;2016;8078;44;20;3;1
3543501;2016;86;1;0;0;0
3543600;2016;36;;;;
3543709;2016;117;1;0;0;0
3543808;2016;88;1;1;0;0
3543907;2016;2409;21;6;0;0
3544004;2016;397;2;2;0;0
3544103;2016;600;1;1;0;0
3544202;2016;106;;;;
3544251;2016;261;1;1;0;0
3544301;2016;139;;;;
3544400;2016;36;;;;
3544509;2016;26;1;0;0;0
3544608;2016;65;;;;
3544707;2016;23;;;;
3544806;2016;57;;;;
3544905;2016;121;2;0;0;0
3545001;2016;208;1;0;0;0
3545100;2016;60;;;;
3545159;2016;78;;;;
3545209;2016;1626;6;4;1;1
3545308;2016;587;7;0;0;0
3545407;2016;113;1;0;0;0
3545506;2016;49;;;;
3545605;2016;179;0;1;0;0
3545704;2016;65;0;1;1;0
3545803;2016;2369;6;8;0;1
3546009;2016;155;2;1;0;0
3546108;2016;18;;;;
3546207;2016;32;0;1;0;0
3546256;2016;31;;;;
3546306;2016;383;1;2;0;0
3546405;2016;562;2;0;0;0
3546504;2016;59;1;0;0;0
3546603;2016;351;1;0;0;0
3546702;2016;349;2;2;0;0
3546801;2016;714;6;3;0;1
3546900;2016;119;3;0;0;0
3547007;2016;78;1;0;0;0
3547106;2016;40;;;;
3547205;2016;12;;;;
3547304;2016;2156;9;5;1;1
3547403;2016;21;1;0;0;0
3547502;2016;258;1;2;0;0
3547601;2016;251;2;0;0;0
3547650;2016;12;;;;
3547700;2016;210;1;0;0;0
3547809;2016;8796;29;21;5;3
3547908;2016;69;;;;
3548005;2016;268;2;1;0;0
3548054;2016;119;1;0;0;0
3548104;2016;49;2;0;0;0
3548203;2016;75;1;1;0;0
3548302;2016;26;;;;
3548401;2016;71;2;0;0;0
3548500;2016;4532;37;10;4;6
3548609;2016;124;0;1;0;0
3548708;2016;10778;53;31;2;5
3548807;2016;1771;14;5;1;1
3548906;2016;3107;8;14;0;1
3549003;2016;27;;;;
3549102;2016;1040;3;4;0;0
3549201;2016;13;;;;
3549250;2016;24;;;;
3549300;2016;17;;;;
3549409;2016;566;3;2;2;0
3549508;2016;126;1;0;0;1
3549607;2016;41;;;;
3549706;2016;655;3;3;0;0
3549805;2016;5397;13;18;1;0
3549904;2016;9521;52;25;3;1
3549953;2016;240;1;0;1;0
3550001;2016;107;;;;
3550100;2016;526;3;0;0;0
3550209;2016;461;6;2;0;0
3550308;2016;167925;1043;415;108;78
3550407;2016;428;3;1;0;0
3550506;2016;84;1;0;0;0
3550605;2016;1086;10;4;1;0
3550704;2016;1198;8;6;0;0
3550803;2016;111;1;0;0;1
3550902;2016;145;0;1;0;0
3551009;2016;4754;42;10;4;4
3551108;2016;120;1;0;0;0
3551207;2016;43;1;0;0;0
3551306;2016;32;;;;
3551405;2016;114;;;;
3551504;2016;610;5;2;0;0
3551603;2016;324;3;1;0;0
3551702;2016;1534;12;1;1;0
3551801;2016;199;2;0;0;0
3551900;2016;211;1;1;0;0
3552007;2016;76;1;0;1;0
3552106;2016;425;3;0;0;1
3552205;2016;8907;64;22;1;1
3552304;2016;89;;;;
3552403;2016;3815;16;10;0;0
3552502;2016;4057;43;13;5;1
3552551;2016;34;;;;
3552601;2016;114;0;2;0;0
3552700;2016;204;2;1;0;0
3552809;2016;4204;28;11;6;0
3552908;2016;80;1;0;0;0
3553005;2016;172;;;;
3553104;2016;52;1;0;1;0
3553203;2016;57;;;;
3553302;2016;281;2;0;0;0
3553401;2016;257;0;0;0;0
3553500;2016;92;2;0;0;0
3553609;2016;139;;;;
3553658;2016;20;;;;
3553708;2016;635;4;3;0;0
3553807;2016;302;2;0;0;0
3553856;2016;89;2;0;0;0
3553906;2016;96;0;1;0;0
3553955;2016;211;1;1;0;1
3554003;2016;1588;14;3;0;1
3554102;2016;3966;27;11;0;1
3554201;2016;68;;;;
3554300;2016;329;2;1;0;0
3554409;2016;108;;;;
3554508;2016;460;5;2;0;1
3554607;2016;26;;;;
3554656;2016;25;;;;
3554706;2016;87;0;0;0;1
3554755;2016;12;;;;
3554805;2016;589;5;1;0;0
3554904;2016;69;;;;
3554953;2016;89;3;0;0;0
3555000;2016;742;9;3;2;0
3555109;2016;159;2;1;0;0
3555208;2016;20;;;;
3555307;2016;16;;;;
3555356;2016;72;;;;
3555406;2016;1235;8;4;0;0
3555505;2016;80;2;0;0;0
3555604;2016;93;1;0;0;1
3555703;2016;24;;;;
3555802;2016;91;;;;
3555901;2016;16;1;0;0;0
3556008;2016;121;1;0;0;0
3556107;2016;155;1;0;0;0
3556206;2016;1366;12;3;0;0
3556305;2016;340;1;2;0;1
3556354;2016;135;1;0;0;0
3556404;2016;537;2;0;0;0
3556453;2016;835;5;1;0;0
3556503;2016;1443;8;7;1;1
3556602;2016;130;4;0;0;0
3556701;2016;899;4;1;1;0
3556800;2016;223;1;0;0;0
3556909;2016;85;0;0;0;1
3556958;2016;22;;;;
3557006;2016;1633;6;6;0;1
3557105;2016;1035;5;2;0;0
3557154;2016;27;;;;
3557204;2016;162;0;1;0;0
3557303;2016;132;;;;
3500000;2015;335;5;1;1;0
3500105;2015;359;3;1;0;0
3500204;2015;53;0;0;0;0
3500303;2015;422;2;0;0;0
3500402;2015;74;;;;
3500501;2015;209;;;;
3500550;2015;87;;;;
3500600;2015;22;1;0;0;0
3500709;2015;474;5;1;0;0
3500758;2015;66;1;0;0;0
3500808;2015;45;0;1;0;0
3500907;2015;44;1;0;0;0
3501004;2015;190;0;0;0;1
3501103;2015;30;0;1;0;0
3501152;2015;232;1;1;1;0
3501202;2015;30;;;;
3501301;2015;345;;;;
3501400;2015;53;1;0;0;0
3501509;2015;41;;;;
3501608;2015;2859;18;7;1;2
3501707;2015;536;3;1;0;0
3501806;2015;59;;;;
